BPLR_Name,BlurType,Laplacian Variance, FFT_Mean, FFT_Freq, ImageFileNumber, Imagetype
R1_BLUR_LENS_Tester_Image,Blurry,[3528.1798982],70.48666807835345,4.180497925311204,45,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3530.64575434],70.47632979656554,4.180497925311204,46,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3527.59092972],70.47221934735725,4.429460580912863,47,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3531.22676625],70.4740552147901,4.346473029045644,48,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3526.43655495],70.48277634078038,4.346473029045644,49,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3338.06048815],72.01464292207183,2.873443983402489,5,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3528.3052281],70.48290764684396,4.346473029045644,50,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3528.06750917],70.48404243254457,4.180497925311204,51,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3522.87292074],70.49154044952667,4.180497925311204,52,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3530.4915201],70.48997473399729,4.242738589211618,53,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3516.08444285],70.48425466815621,4.346473029045644,54,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3517.39626042],70.48554142233068,4.180497925311204,55,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3519.38872334],70.48731895672675,4.429460580912863,56,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3523.32132566],70.4822690851482,4.2012448132780085,57,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3518.95369739],70.4870208762977,4.180497925311204,58,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3513.01654496],70.49989236953753,4.346473029045644,59,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3332.69146739],72.02806177730162,3.0394190871369293,6,Tester_Image
R1_BLUR_LENS_Tester_Image,Blurry,[3518.86679362],70.49336363032752,4.346473029045644,60,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3393.79589538],71.99816509469198,2.873443983402489,61,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3386.8079988],72.02761249515044,2.8319502074688794,62,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3373.84602805],72.04366498701596,3.1431535269709543,63,Tester_Image
